run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0_B_base_openrouter_20260729T100032268561,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|timeline,False,False,False,"topic: expected 'news', got None; missing tool call social_search; extra tool call timeline"
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T102651067778,v0,v0+peb1c8179815b+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"topic: expected 'news', got None; timeframe: expected 'day', got None"
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T111051328405,v1,v1+p1344954f35e5+te3ee7fb97113,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T111457043069,v2,v2+p1344954f35e5+t3d8eeaa65449,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline|timeline|timeline,False,False,False,missing tool call clarify; extra tool call timeline; extra tool call timeline; extra tool call timeline
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111652771531,v3,v3+p5567fa9f7dc6+t3d8eeaa65449,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T111923409150,v3,v3+peb0bd0badfef+t3d8eeaa65449,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G01_specific_url_wins,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G02_missing_account_is_clarified,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G03_send_needs_confirmation,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G04_social_top_is_not_latest,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G05_non_research_no_tool,False,out_of_scope,,no_tool,,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G06_multiturn_account_then_limit,True,missing_info,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G07_multiturn_url_then_fetch,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G08_multiturn_switch_to_news,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260729T112047597434,v3,v3+peb0bd0badfef+t3d8eeaa65449,group,G09_multiturn_top_correction,True,wrong_arg_value,,social_search,social_search,True,True,True,
